location,region,realm,culture,faith,rank,source
me_land_4917,me_north_arnor_region,ANG,me_northern_orc,me_melkorism,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4918,me_north_arnor_region,RIV,me_noldor,me_valar_worship,place,"LOTR, Book II"
me_land_4919,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4920,me_far_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4921,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4922,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4923,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4924,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4925,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4926,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4927,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4928,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4929,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4930,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4931,me_belfalas_region,DAM,me_dol_amrothian,me_valar_worship,place,"LOTR, Book V, Ch. 1"
me_land_4932,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4933,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4934,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4935,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4936,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_4937,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4938,me_far_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_4939,me_angmar_region,GUN,me_northern_orc,me_melkorism,place,"LOTR, Appendix A"
me_land_4940,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4941,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4942,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4943,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4944,me_shire_breeland_region,BRE,me_eriadoran,me_northern_ways,place,"LOTR, Book I, Ch. 9"
me_land_4945,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4946,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4947,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4948,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4949,me_shire_breeland_region,BRE,me_eriadoran,me_northern_ways,place,"LOTR, Book I, Ch. 9"
me_land_4950,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4951,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4952,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4953,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_4954,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4955,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4956,me_shire_breeland_region,SHI,me_shire_hobbit,me_northern_ways,place,"LOTR, Book I"
me_land_4957,me_rohan_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4958,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4959,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4960,me_brown_lands_region,DOL,me_mordor_orc,me_sauron_cult,place,"LOTR, Appendix B"
me_land_4961,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4962,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_4963,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4964,me_belfalas_region,GON,me_gondorian,me_valar_worship,landmark,"LOTR, Appendix A"
me_land_4965,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4966,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4967,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4968,me_shire_breeland_region,SHI,me_shire_hobbit,me_northern_ways,place,"LOTR, Book I"
me_land_4969,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_4970,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4971,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4972,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4973,me_near_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4974,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_4975,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4976,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_4977,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4978,me_rhun_region,DOR,me_dorwinrim,me_northern_ways,place,"The Hobbit, Ch. 9"
me_land_4979,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4980,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4981,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4982,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_4983,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4984,me_forochel_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"LOTR map and Appendix A"
me_land_4985,me_shire_breeland_region,SHI,me_shire_hobbit,me_northern_ways,place,"LOTR, Book I"
me_land_4986,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4987,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_4988,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_4989,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_4990,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_4991,me_anduin_vale_region,GOB,me_misty_orc,me_melkorism,place,"The Hobbit, Ch. 4"
me_land_4992,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4993,me_dale_region,DAL,me_dalish,me_northern_ways,place,"The Hobbit, Ch. 14"
me_land_4994,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_4995,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_4996,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_4997,me_ithilien_region,WILD,me_gondorian,me_valar_worship,wilderness,"LOTR map"
me_land_4998,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_4999,me_forochel_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"LOTR map and Appendix A"
me_land_5000,me_brown_lands_region,WILD,me_woodman,me_northern_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_5001,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5002,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5003,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5004,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_5005,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5006,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_5007,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5008,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5009,me_anorien_region,GON,me_gondorian,me_valar_worship,landmark,"LOTR, Appendix A"
me_land_5010,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_5011,me_angmar_region,GUN,me_northern_orc,me_melkorism,place,"LOTR, Appendix A"
me_land_5012,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5013,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5014,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_5015,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5016,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5017,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5018,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5019,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5020,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5021,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5022,me_ithilien_region,WILD,me_gondorian,me_valar_worship,wilderness,"LOTR map"
me_land_5023,me_mirkwood_region,DOL,me_mordor_orc,me_sauron_cult,place,"LOTR, Appendix B"
me_land_5024,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5025,me_forochel_region,LOS,me_lossoth,me_lossoth_ways,place,"LOTR, Appendix A"
me_land_5026,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_5027,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5028,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5029,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5030,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5031,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5032,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5033,me_rhun_region,DOR,me_dorwinrim,me_northern_ways,place,"The Hobbit, Ch. 9"
me_land_5034,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5035,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5036,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_5037,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_5038,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_5039,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5040,me_forochel_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"LOTR map and Appendix A"
me_land_5041,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_5042,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5043,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5044,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5045,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_5046,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5047,me_angmar_region,GUN,me_northern_orc,me_melkorism,place,"LOTR, Appendix A"
me_land_5048,me_enedwaith_region,WILD,me_dunlending,me_dunland_ways,wilderness,"LOTR map; † ENDORE plan 6.1"
me_land_5049,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5050,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5051,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_5052,me_rhun_region,DOR,me_dorwinrim,me_northern_ways,place,"The Hobbit, Ch. 9"
me_land_5053,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5054,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_5055,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_5056,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5057,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5058,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5059,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_5060,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5061,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5062,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5063,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5064,me_umbar_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_5065,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_5066,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_5067,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_5068,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5069,me_angmar_region,GUN,me_northern_orc,me_melkorism,place,"LOTR, Appendix A"
me_land_5070,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_5071,me_grey_mountains_region,ERE,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 1"
me_land_5072,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5073,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_5074,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5075,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5076,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5077,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5078,me_north_arnor_region,ANG,me_northern_orc,me_melkorism,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5079,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_5080,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5081,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_5082,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5083,me_far_harad_region,HFA,me_far_haradrim,me_southron_ways,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5084,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5085,me_enedwaith_region,ISE,me_isengard_uruk,me_sauron_cult,place,"LOTR, Book III"
me_land_5086,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5087,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5088,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
me_land_5089,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_5090,me_far_harad_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5091,me_forochel_region,LOS,me_lossoth,me_lossoth_ways,place,"LOTR, Appendix A"
me_land_5092,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5093,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5094,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5095,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5096,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5097,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_5098,me_mirkwood_region,WOO,me_silvan,me_valar_worship,place,"The Hobbit, Ch. 9"
me_land_5099,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5100,me_ithilien_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5101,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5102,me_anduin_vale_region,MOA,me_misty_orc,me_melkorism,place,"LOTR, Book II"
me_land_5103,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5104,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5105,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_5106,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5107,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5108,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5109,me_mirkwood_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_5110,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5111,me_shire_breeland_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I"
me_land_5112,me_khand_region,KHA,me_variag,me_melkorism,place,"LOTR, Book V; † ENDORE plan 7"
me_land_5113,me_grey_mountains_region,IRO,me_longbeard,me_mahal_cult,place,"The Hobbit, Ch. 17"
me_land_5114,me_ithilien_region,WILD,me_gondorian,me_valar_worship,wilderness,"LOTR map"
me_land_5115,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_5116,me_north_arnor_region,WILD,me_eriadoran,me_northern_ways,wilderness,"LOTR, Book I; † ENDORE plan 6.1"
me_land_5117,me_rhun_region,RH3,me_sagath,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5118,me_belfalas_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5119,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_5120,me_rohan_region,ROH,me_rohirric,me_northern_ways,place,"LOTR, Appendix A"
me_land_5121,me_mordor_region,MOR,me_mordor_orc,me_sauron_cult,place,"LOTR, Books IV-VI"
me_land_5122,me_mirkwood_region,WDM,me_woodman,me_northern_ways,place,"Unfinished Tales"
me_land_5123,me_lindon_region,LIN,me_sindar,me_valar_worship,place,"LOTR, Appendix B"
me_land_5124,me_enedwaith_region,DUN,me_dunlending,me_dunland_ways,place,"LOTR, Appendix A"
me_land_5125,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5126,me_rhun_region,RH2,me_karmachi,me_melkorism,place,"† ENDORE plan 7-8"
me_land_5127,me_near_harad_region,UMB,me_umbarite,me_sauron_cult,place,"LOTR, Appendix A"
me_land_5128,me_lebennin_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5129,me_south_gondor_region,GON,me_gondorian,me_valar_worship,place,"LOTR, Appendix A"
me_land_5130,me_near_harad_region,HNE,me_near_haradrim,me_southron_ways,place,"† ENDORE plan 7-8"
me_land_5131,me_northern_wastes_region,WILD,me_lossoth,me_lossoth_ways,wilderness,"† ENDORE plan 6-7"
me_land_5132,me_rhun_region,RHU,me_balchoth,me_sauron_cult,place,"LOTR, Appendix A; † ENDORE plan 8"
me_land_5133,me_anduin_vale_region,WILD,me_woodman,me_northern_ways,wilderness,"The Hobbit; Unfinished Tales"
